symbol,security,gics_sector,gics_industry,country,region,report_url,report year,annual carbon emissions (tonnes co₂),annual water consumption (cubic meters),renewable energy usage (mwh),sustainable materials usage ratio (percent),waste recycling rate (percent)
FDX,FedEx Corporation,Industrials,Air Freight & Logistics,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FDX_2019.pdf,2019,92.0,,,,
FDX,FedEx Corporation,Industrials,Air Freight & Logistics,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FDX_2018.pdf,2018,2300000.0,,,,
FDX,FedEx Corporation,Industrials,Air Freight & Logistics,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FDX_2020.pdf,2020,19501454.0,,,,
FITB,Fifth Third Bancorp,Financials,Regional Banks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NASDAQ_FITB_2022.pdf,2022,386330.0,0.38,190000.0,,
FITB,Fifth Third Bancorp,Financials,Regional Banks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NASDAQ_FITB_2015.pdf,2015,100338.0,,,,
FITB,Fifth Third Bancorp,Financials,Regional Banks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NASDAQ_FITB_2017.pdf,2017,,10.0,100.0,,
FITB,Fifth Third Bancorp,Financials,Regional Banks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NASDAQ_FITB_2018.pdf,2018,,,30.0,,
FITB,Fifth Third Bancorp,Financials,Regional Banks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NASDAQ_FITB_2021.pdf,2021,0.0,,100.0,30.0,
FITB,Fifth Third Bancorp,Financials,Regional Banks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NASDAQ_FITB_2020.pdf,2020,0.0,516.8,100.0,,
FE,FirstEnergy Corp,Utilities,Electric Utilities,US,North America,https://fecorporateresponsibility.com/content/dam/fecorporateresponsibility/files/reports-resources/crreport/FE-CRR-Report-2023.pdf,2023,18100000.0,,,,
FE,FirstEnergy Corp,Utilities,Electric Utilities,US,North America,https://www.fecorporateresponsibility.com/content/dam/fecorporateresponsibility/files/reports-resources/crreport/FECorporateResponsibilityReport2021.pdf,2021,18100000.0,340686900.0,,,
FRC,First Republic Bank,Financials,Regional Banks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FRC_2019.pdf,2019,400.0,,,,7.0
FISV,Fiserv Inc,Information Technology,Internet Software & Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NASDAQ_FISV_2022.pdf,2022,,255100.0,11273.98,,
FISV,Fiserv Inc,Information Technology,Internet Software & Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NASDAQ_FISV_2021.pdf,2021,,,3.0,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2022.pdf,2022,,,10.0,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2018.pdf,2018,14370.0,2.19,,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2021.pdf,2021,50000.0,,,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2008.pdf,2008,2006.0,2184.18,7500000.0,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2014.pdf,2014,,,,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2009.pdf,2009,,37.0,,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2012.pdf,2012,,,,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2011.pdf,2011,,0.03,,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2019.pdf,2019,92950.0,1150.01,,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2015.pdf,2015,,,,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2013.pdf,2013,,225000.0,,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2010.pdf,2010,95.0,,,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2016.pdf,2016,100000.0,2693.32,12000000.0,,
FLR,Fluor Corp.,Industrials,Construction & Engineering,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FLR_2017.pdf,2017,87300.0,,,,
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2015.pdf,2015,400.0,45000000.0,,67.0,
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2018.pdf,2018,,,,,
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2017.pdf,2017,700.0,4000000000.0,,82.0,
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2012.pdf,2012,2.0,30283280.0,,,
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2014.pdf,2014,1150000.0,6400000.0,,,
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2016.pdf,2016,600.0,4000000.0,,,38.0
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2020.pdf,2020,151.95,1517000.0,4.65,,
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2019.pdf,2019,350.0,340000.0,,,
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2021.pdf,2021,2727.76,1450000.0,32.64,,35.04
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2011.pdf,2011,129000000.0,2342000000.0,,,50.0
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2022.pdf,2022,3.0,2500.0,,,58.0
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FMC_2013.pdf,2013,,,,,30.0
FL,Foot Locker Inc,Consumer Discretionary,Apparel Retail,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/f/NYSE_FL_2021.pdf,2021,,,45200.0,,
F,Ford Motor,Consumer Discretionary,Automobile Manufacturers,US,North America,https://media.ford.com/content/dam/fordmedia/North%20America/US/2021/03/31/Ford-Integrated-Report-2021.pdf,2021,2.96,15600000.0,,,
F,Ford Motor,Consumer Discretionary,Automobile Manufacturers,US,North America,https://corporate.ford.com/content/dam/corporate/us/en-us/documents/reports/2023-integrated-sustainability-and-financial-report.pdf,2023,303.0,15100000.0,42.6,,91.0
F,Ford Motor,Consumer Discretionary,Automobile Manufacturers,US,North America,https://corporate.ford.com/content/dam/corporate/us/en-us/documents/reports/integrated-sustainability-and-financial-report-2022.pdf,2022,,,,,
F,Ford Motor,Consumer Discretionary,Automobile Manufacturers,US,North America,https://corporate.ford.com/content/dam/corporate/us/en-us/documents/reports/2020-integrated-sustainability-and-financial-report.pdf,2020,3740000.0,41639510.0,,,
FTNT,Fortinet,Information Technology,Systems Software,US,North America,https://www.fortinet.com/content/dam/fortinet/assets/reports/fortinet-2022-sustainability-report.pdf,2022,,,,,
FTNT,Fortinet,Information Technology,Systems Software,US,North America,https://www.fortinet.com/content/dam/fortinet/assets/reports/fortinet-sustainability-report-2021.pdf,2021,,2021.0,100.0,,
FTNT,Fortinet,Information Technology,Systems Software,US,North America,https://www.fortinet.com/content/dam/fortinet/assets/reports/fortinet-2023-sustainability-report.pdf,2023,2030699.0,,100.0,,
FTV,Fortive Corp,Industrials,Industrial Machinery,US,North America,https://www.fortive.com/sites/default/files/files/Fortive_2022_SustainabilityReport_withDigitalAccessibility.pdf,2022,,,,,
FBHS,Fortune Brands Home & Security,Industrials,Building Products,US,North America,https://www.fbin.com/app/uploads/2022/04/FBHS-2021-ESG-Report.pdf,2022,,,,,
FCX,Freeport-McMoRan Inc.,Materials,Mining,US,North America,https://www.fcx.com/sites/fcx/files/documents/sustainability/wtsd_2017.pdf,2017,,1560000000.0,,,82.0
FCX,Freeport-McMoRan Inc.,Materials,Mining,US,North America,https://www.fcx.com/sites/fcx/files/documents/sustainability/wtsd_2016.pdf,2016,5500000.0,1738000000.0,63.0,,81.0
GPS,Gap Inc.,Consumer Discretionary,Apparel Retail,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GPS_2017.pdf,2017,,,3.0,35.0,47.0
GPS,Gap Inc.,Consumer Discretionary,Apparel Retail,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GPS_2020.pdf,2020,240724.0,,17.0,,
GPS,Gap Inc.,Consumer Discretionary,Apparel Retail,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GPS_2018.pdf,2018,,,,,
GPS,Gap Inc.,Consumer Discretionary,Apparel Retail,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GPS_2004.pdf,2004,,,,,
GPS,Gap Inc.,Consumer Discretionary,Apparel Retail,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GPS_2021.pdf,2021,,25898640.0,17.0,79.0,
GRMN,Garmin Ltd.,Consumer Discretionary,Consumer Electronics,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NASDAQ_GRMN_2016.pdf,2016,,,,90.0,
IT,Gartner Inc,Information Technology,IT Consulting & Other Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_IT_2021.pdf,2021,,,,,
GD,General Dynamics,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GD_2021.pdf,2021,,0.04,7.5,,29.0
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GM_2020.pdf,2020,1214124.0,25554164.0,1398047.0,,
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GM_2022.pdf,2022,3500000.0,27325.0,1977727.0,,
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GM_2019.pdf,2019,1589700.0,31254916.0,1636792.0,,94.0
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GM_2018.pdf,2018,1763555.0,10738.0,703475.0,,
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GM_2017.pdf,2017,1848804.0,37493216.0,,,44.0
GILD,Gilead Sciences,Health Care,Biotechnology,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NASDAQ_GILD_2022.pdf,2022,,2555.0,30700.0,,
GILD,Gilead Sciences,Health Care,Biotechnology,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NASDAQ_GILD_2016.pdf,2016,975.0,303689.56,,,66.0
GILD,Gilead Sciences,Health Care,Biotechnology,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NASDAQ_GILD_2017.pdf,2017,1728.0,167102.86,50.0,,68.0
GILD,Gilead Sciences,Health Care,Biotechnology,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NASDAQ_GILD_2020.pdf,2020,42546.0,613.3,89708.0,,
GILD,Gilead Sciences,Health Care,Biotechnology,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NASDAQ_GILD_2021.pdf,2021,0.08,,461232.0,,95.0
GILD,Gilead Sciences,Health Care,Biotechnology,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NASDAQ_GILD_2019.pdf,2019,2700.0,444.0,1.91,,
GPN,Global Payments Inc.,Information Technology,Data Processing & Outsourced Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/g/NYSE_GPN_2021.pdf,2021,,0.11,,,69.0
GS,Goldman Sachs Group,Financials,Investment Banking & Brokerage,US,North America,https://www.goldmansachs.com/our-commitments/sustainability/sustainable-finance/documents/2019-sustainability-report.pdf,2019,7000.0,,1.0,,
GWW,Grainger (W.W.) Inc.,Industrials,Industrial Machinery,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/w/NYSE_GWW_2021.pdf,2021,90255.0,409797.0,6000000.0,,89.0
HBI,Hanesbrands Inc,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,North America,https://media.business-humanrights.org/media/documents/files/documents/FashionReport_2019_9-April-19-FINAL.pdf,2019,,,,,
HOG,Harley-Davidson,Consumer Discretionary,Motorcycle Manufacturers,US,North America,https://s201.q4cdn.com/697889289/files/doc_downloads/2022/2022-H-D-ISM-Report_FINAL.pdf,2022,,,,,
HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HAS_2010.pdf,2010,,,,,80.0
HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HAS_2013.pdf,2013,,,,,82.0
HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HAS_2015.pdf,2015,,,100.0,90.0,50.0
HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HAS_2016.pdf,2016,,,25699.0,90.0,50.0
HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HAS_2019.pdf,2019,12864.0,,99.7,,
HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HAS_2011.pdf,2011,27007.0,0.06,,,80.0
HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HAS_2022.pdf,2022,9801.0,,,,0.0
HSIC,Henry Schein,Health Care,Health Care Distributors,US,North America,https://www.henryschein.com/us-en/images/corporate/2016CSRReport.pdf,2016,11.3,,,,
HSIC,Henry Schein,Health Care,Health Care Distributors,US,North America,https://www.henryschein.com/us-en/images/corporate/2019CSRReport.pdf,2019,49830.0,,,,
HSIC,Henry Schein,Health Care,Health Care Distributors,US,North America,https://www.henryschein.com/us-en/images/corporate/2017CSRReport.pdf,2017,6300.0,,,,
HSIC,Henry Schein,Health Care,Health Care Distributors,US,North America,https://www.henryschein.com/us-en/images/corporate/2020CSRReport.pdf,2020,,91000000.0,,,
HSIC,Henry Schein,Health Care,Health Care Distributors,US,North America,https://www.henryschein.com/us-en/images/corporate/2023SustainabilityReport.pdf,2023,,,100.0,,28.8
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/pdf/hershey-2022-esg-report.pdf,2022,,,77.0,,
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/pdf/hershey_sustainability_report_2019.pdf,2019,,2.65,,,86.0
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/csr-reports/hershey-2015-csr-report.pdf,2015,,4.8,,,88.0
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/pdf/hershey_2021_esg_report.pdf,2021,3.75,,,,
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/csr-reports/2017-hershey-csr-report.pdf,2017,17938.0,,,,85.0
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/pdf/Hershey-SR-2018.pdf,2018,1.0,,,,87.0
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/csr-reports/2016-hershey-csr-report-detail.pdf,2016,301301.0,4.87,,80.0,85.0
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/pdf/hershey_2020_sustainability_report_.pdf,2020,5762402.0,0.87,,,77.0
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thehersheycompany.com/content/dam/hershey-corporate/documents/csr-reports/2014-hershey-csr-report.pdf,2014,15620000.0,,,80.0,88.9
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2021.pdf,2021,2900000.0,3000000.0,870000.0,,9.1
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2007.pdf,2007,6400000.0,,10.0,,
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2015.pdf,2015,5100000.0,8900000.0,135000.0,,
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2009.pdf,2009,9100000.0,67000000.0,11.0,,
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2017.pdf,2017,4100000.0,7600000.0,90000.0,,7.7
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2012.pdf,2012,8000000.0,12000000.0,180000.0,,
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2019.pdf,2019,4300000.0,5000000.0,531000.0,,3.6
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2014.pdf,2014,6000000.0,9290000.0,125000.0,,
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2020.pdf,2020,3300000.0,3600000.0,634000.0,,3.9
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2010.pdf,2010,9000000.0,10350000.0,140000.0,,49.0
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2018.pdf,2018,3600000.0,3800000.0,70000.0,,
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2013.pdf,2013,6500000.0,10550000.0,140000.0,,
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2008.pdf,2008,11300000.0,54000000.0,10.0,,
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2006.pdf,2006,5360000.0,,,,
HES,Hess Corporation,Energy,Integrated Oil & Gas,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HES_2011.pdf,2011,5100000.0,1350000.0,23.0,,
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HLT_2020.pdf,2020,1749275.0,105841.0,115.0,,
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HLT_2022.pdf,2022,450000.0,155848.88,,,17.5
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HLT_2018.pdf,2018,,142473.0,,,33.0
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HLT_2021.pdf,2021,415034.0,138887.0,,,16.0
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HLT_2017.pdf,2017,505640.0,136900000.0,,,28.0
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HLT_2019.pdf,2019,476036.0,149412.0,1.4,,35.0
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HLT_2016.pdf,2016,,40.0,,,
HFC,HollyFrontier Corp,Energy,Oil & Gas Refining & Marketing,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_DINO_2021.pdf,2021,5296000.0,66.98,,,
HOLX,Hologic,Health Care,Health Care Equipment,US,North America,https://www.hologic.com/sites/default/files/2023-02/22-CORP-22551-FullReport.pdf,2023,19244.0,,,,
HD,Home Depot,Consumer Discretionary,Home Improvement Retail,US,North America,https://corporate.homedepot.com/sites/default/files/THD_2021ESGReport.pdf,2021,,227124600.0,,,
HD,Home Depot,Consumer Discretionary,Home Improvement Retail,US,North America,https://corporate.homedepot.com/sites/default/files/image_gallery/_D7ARCHIVES-PDFs/THD_Responsibility%20Report%202017.pdf,2017,,1892.7,,,
HRL,Hormel Foods Corp.,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.hormelfoods.com/wp-content/uploads/Hormel-2022-Global-Impact-Report.pdf,2022,1100000.0,17488594.2,1.0,,
HRL,Hormel Foods Corp.,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.hormelfoods.com/wp-content/uploads/Hormel-Foods-2023-Global-Impact-Report.pdf,2023,1060000.0,0.28,,,
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,US,North America,https://www.hosthotels.com/-/media/HostHotels/Files/DownloadLinksAssets/CR-Highlights/Host_Hotels_Resorts_Inc_2024_Corporate_Responsibility_Report.pdf,2024,295718.0,2699944.65,18.2,,
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,US,North America,https://www.hosthotels.com/-/media/HostHotels/Files/DownloadLinksAssets/CR-Highlights/Host_Hotels_Resorts_Inc_2022_Corporate_Responsibility_Report.pdf,2022,73024.0,2013986.0,,,
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,US,North America,https://www.hosthotels.com/-/media/HostHotels/Files/DownloadLinksAssets/CR-Highlights/Host_Hotels_Resorts_Inc_2023_Corporate_Responsibility_Report.pdf,2023,82747.0,2459840.0,12.0,,
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,US,North America,https://www.hosthotels.com/-/media/HostHotels/Files/DownloadLinksAssets/CR-Highlights/Host_Hotels_Resorts_Inc_2019_Corporate_Responsibility_Report.pdf,2019,389904.0,2674889.0,,,
HUM,Humana Inc.,Health Care,Managed Health Care,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HUM_2018.pdf,2018,58672.0,,,,60.0
HUM,Humana Inc.,Health Care,Managed Health Care,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/h/NYSE_HUM_2019.pdf,2019,,,,,63.0
IDXX,IDEXX Laboratories,Health Care,Health Care Equipment,US,North America,https://www.idexx.com/files/idexx-corporate-responsibility-report-2021.pdf,2021,34027.0,,0.4,,
IDXX,IDEXX Laboratories,Health Care,Health Care Equipment,US,North America,https://www.idexx.com/files/idexx-corporate-responsibility-report-2020.pdf,2020,22153.0,,250.0,,
IDXX,IDEXX Laboratories,Health Care,Health Care Equipment,US,North America,https://www.idexx.com/files/idexx-corporate-responsibility-report-2023.pdf,2023,35015.0,,70.0,,
ILMN,Illumina Inc,Health Care,Life Sciences Tools & Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/i/NASDAQ_ILMN_2021.pdf,2021,,,,,
ILMN,Illumina Inc,Health Care,Life Sciences Tools & Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/i/NASDAQ_ILMN_2020.pdf,2020,42054.0,,1272.0,,
ILMN,Illumina Inc,Health Care,Life Sciences Tools & Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/i/NASDAQ_ILMN_2022.pdf,2022,,8.0,59.0,,49.0
