id,symbol,security,report_url,report_year,minio_path
113,A           ,Agilent Technologies Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_A_2018.pdf,2018.0,Agilent Technologies Inc/Agilent Technologies Inc_2018.pdf
121,A           ,Agilent Technologies Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_A_2016.pdf,2016.0,Agilent Technologies Inc/Agilent Technologies Inc_2016.pdf
96,AFL         ,AFLAC Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_AFL_2017.pdf,2017.0,AFLAC Inc/AFLAC Inc_2017.pdf
125,A           ,Agilent Technologies Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_A_2003.pdf,2003.0,Agilent Technologies Inc/Agilent Technologies Inc_2003.pdf
128,A           ,Agilent Technologies Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_A_2006.pdf,2006.0,Agilent Technologies Inc/Agilent Technologies Inc_2006.pdf
126,A           ,Agilent Technologies Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_A_2004.pdf,2004.0,Agilent Technologies Inc/Agilent Technologies Inc_2004.pdf
124,A           ,Agilent Technologies Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_A_2017.pdf,2017.0,Agilent Technologies Inc/Agilent Technologies Inc_2017.pdf
130,APD         ,Air Products & Chemicals Inc,https://www.apple.com/environment/pdf/products/notebooks/13-inch_MacBookAir_PER_Nov2020.pdf,2020.0,Air Products & Chemicals Inc/Air Products & Chemicals Inc_2020.pdf
127,A           ,Agilent Technologies Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_A_2013.pdf,2013.0,Agilent Technologies Inc/Agilent Technologies Inc_2013.pdf
101,AFL         ,AFLAC Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_AFL_2016.pdf,2016.0,AFLAC Inc/AFLAC Inc_2016.pdf
132,APD         ,Air Products & Chemicals Inc,https://www.apple.com/environment/pdf/Apple_Environmental_Responsibility_Report_2019.pdf,2019.0,Air Products & Chemicals Inc/Air Products & Chemicals Inc_2019.pdf
137,AKAM        ,Akamai Technologies Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NASDAQ_AKAM_2021.pdf,2021.0,Akamai Technologies Inc/Akamai Technologies Inc_2021.pdf
139,ALK         ,Alaska Air Group Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ALK_2013.pdf,2013.0,Alaska Air Group Inc/Alaska Air Group Inc_2013.pdf
138,AKAM        ,Akamai Technologies Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NASDAQ_AKAM_2022.pdf,2022.0,Akamai Technologies Inc/Akamai Technologies Inc_2022.pdf
134,APD         ,Air Products & Chemicals Inc,https://csrreportbuilder.intel.com/PDFfiles/archived_reports/Intel-2018-CSR-Report.pdf,2018.0,Air Products & Chemicals Inc/Air Products & Chemicals Inc_2018.pdf
143,ALK         ,Alaska Air Group Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ALK_2021.pdf,2021.0,Alaska Air Group Inc/Alaska Air Group Inc_2021.pdf
142,ALK         ,Alaska Air Group Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ALK_2018.pdf,2018.0,Alaska Air Group Inc/Alaska Air Group Inc_2018.pdf
133,APD         ,Air Products & Chemicals Inc,https://www.airproducts.com/-/media/files/en/900/900-23-001-us-sustainability-report-2023.pdf,2023.0,Air Products & Chemicals Inc/Air Products & Chemicals Inc_2023.pdf
100,AFL         ,AFLAC Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_AFL_2018.pdf,2018.0,AFLAC Inc/AFLAC Inc_2018.pdf
140,ALK         ,Alaska Air Group Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ALK_2022.pdf,2022.0,Alaska Air Group Inc/Alaska Air Group Inc_2022.pdf
120,A           ,Agilent Technologies Inc,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_A_2020.pdf,2020.0,Agilent Technologies Inc/Agilent Technologies Inc_2020.pdf
160,ALXN        ,Alexion Pharmaceuticals,https://www.astrazeneca.com/content/dam/az/Sustainability/2024/pdf/Sustainability-Report-2023.pdf,2023.0,
161,ALXN        ,Alexion Pharmaceuticals,https://www.astrazeneca.com/content/dam/az/PDF/Sustainability/Modern_Slavery_Act_Statement.pdf,,
162,ALXN        ,Alexion Pharmaceuticals,https://www.astrazeneca.com/content/dam/az/Sustainability/2022/pdf/Sustainability_Report_2021.pdf,2021.0,
170,ALLE        ,Allegion,https://www.allegion.com/content/dam/allegion-corp/migration/esg/Allegion_ESG_Sustainability_Update.pdf,,
172,ALLE        ,Allegion,https://investor.allegion.com/~/media/Files/A/Allegion-IR/reports-and-presentations/2023-allegion-plc-statutory-accounts.pdf,2023.0,
174,AGN         ,"Allergan, Plc",https://www.astrazeneca.se/content/dam/az-se/dokument/hallbarhet/Sustainability_update_2015.pdf,2015.0,
