id,symbol,security,report_url,report_year,minio_path
1023,DISCA       ,Discovery Inc. Class A,https://csrreportbuilder.intel.com/pdfbuilder/pdfs/CSR-2022-23-Full-Report.pdf,2022.0,Discovery Inc. Class A/Discovery Inc. Class A_2022.pdf
1030,DISCK       ,Discovery Inc. Class C,https://csrreportbuilder.intel.com/pdfbuilder/pdfs/CSR-2022-23-Full-Report.pdf,2022.0,Discovery Inc. Class C/Discovery Inc. Class C_2022.pdf
1025,DISCK       ,Discovery Inc. Class C,https://csrreportbuilder.intel.com/pdfbuilder/pdfs/CSR-2021-22-Full-Report.pdf,2021.0,Discovery Inc. Class C/Discovery Inc. Class C_2021.pdf
1018,DISCA       ,Discovery Inc. Class A,https://csrreportbuilder.intel.com/PDFfiles/archived_reports/Intel-2016-CSR-Report.pdf,2016.0,Discovery Inc. Class A/Discovery Inc. Class A_2016.pdf
1047,DG          ,Dollar General,https://ej4all.org/assets/media/documents/Report_ADayLateAndADollarShort.pdf,,
1048,DG          ,Dollar General,https://www.dollargeneral.com/content/dam/dg/assets/landing-pages/public-relations/corporate-social-responsibility/FY23_Serving_Others_ESG_Report.pdf,,
1050,DLTR        ,Dollar Tree,https://www.dollartree.com/file/general/Corportate_Sustainability_Report.pdf,,
2225,NEM         ,Newmont Mining Corporation,https://s24.q4cdn.com/382246808/files/doc_downloads/sustainability/2021-report/newmont-2021-sustainability-report.pdf,2246.0,Newmont Mining Corporation/Newmont Mining Corporation_2246.pdf
1053,DLTR        ,Dollar Tree,https://www.dollartree.com/file/general/Corporate_Sustainability_Report.pdf,,
1061,DOV         ,Dover Corp.,https://www.dovercorporation.com/docs/libraries/sustainability/dover-esg-highlights-2022.pdf,2022.0,
1062,DOV         ,Dover Corp.,https://www.dovercorporation.com/docs/libraries/esg/2021-sustainability-highlights.pdf,2021.0,
1063,DOW         ,Dow Inc.,https://www.amgen.com/responsibility/healthy-planet/environmental-sustainability/reporting-and-metrics/-/media/Themes/CorporateAffairs/amgen-com/amgen-com/downloads/responsibility-report/13esr_brochure.pdf,,
1074,DWDP        ,DowDuPont,https://in.dow.com/content/dam/corp/documents/science-sustainability/903-193-01-dow-chemical-international-pvt-ltd-corporate-social-responsibility-policy.pdf,,
1080,DWDP        ,DowDuPont,https://www.csb.gov/assets/1/6/dupont_laporte_final_report.pdf,,
1054,D           ,Dominion Energy,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NYSE_D_2017.pdf,2017.0,Dominion Energy/Dominion Energy_2017.pdf
1059,DOV         ,Dover Corp.,https://www.dovercorporation.com/docs/libraries/esg/Dover-CDP-Climate-Change-Response-2023.pdf,2023.0,Dover Corp./Dover Corp._2023.pdf
1051,DLTR        ,Dollar Tree,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NASDAQ_DLTR_2021.pdf,2021.0,Dollar Tree/Dollar Tree_2021.pdf
1049,DLTR        ,Dollar Tree,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NASDAQ_DLTR_2020.pdf,2020.0,Dollar Tree/Dollar Tree_2020.pdf
1064,DOW         ,Dow Inc.,https://corporate.dow.com/content/dam/corp/documents/about/066-00432-01-2022-progress-report.pdf,2022.0,Dow Inc./Dow Inc._2022.pdf
1065,DOW         ,Dow Inc.,https://www.chevron.com/-/media/shared-media/documents/2015-corporate-responsibility-report.pdf,2015.0,Dow Inc./Dow Inc._2015.pdf
1066,DOW         ,Dow Inc.,https://corporate.dow.com/content/dam/corp/documents/science-sustainability/066-00338-01-2020-esg-report.pdf,2020.0,Dow Inc./Dow Inc._2020.pdf
1068,DOW         ,Dow Inc.,https://corporate.dow.com/content/dam/corp/documents/about/066-00469-01-2023-progress-report.pdf,2023.0,Dow Inc./Dow Inc._2023.pdf
1070,DOW         ,Dow Inc.,https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/responsibility/downloads/en/2014/BMW_Group_SVR2014_EN.pdf,2014.0,Dow Inc./Dow Inc._2014.pdf
1072,DOW         ,Dow Inc.,https://corporate.dow.com/content/dam/corp/documents/about/066-00397-01-2021-esg-report.pdf,2021.0,Dow Inc./Dow Inc._2021.pdf
1071,DOW         ,Dow Inc.,https://nshosting.dow.com/sustainability2019/includes/downloads/Sustainability_Report_2019.pdf,2019.0,Dow Inc./Dow Inc._2019.pdf
1075,DWDP        ,DowDuPont,https://corporate.dow.com/content/dam/corp/documents/science-sustainability/066-00338-01-2020-esg-report.pdf,2020.0,DowDuPont/DowDuPont_2020.pdf
1076,DWDP        ,DowDuPont,https://corporate.dow.com/content/dam/corp/documents/about/066-00469-01-2023-progress-report.pdf,2023.0,DowDuPont/DowDuPont_2023.pdf
1077,DWDP        ,DowDuPont,https://s23.q4cdn.com/116192123/files/doc_financials/2018/DOWDUPONT-2018-10-K-Final-02.11.19.pdf,2018.0,DowDuPont/DowDuPont_2018.pdf
1079,DWDP        ,DowDuPont,https://corporate.dow.com/content/dam/corp/documents/about/066-00397-01-2021-esg-report.pdf,2021.0,DowDuPont/DowDuPont_2021.pdf
1067,DOW         ,Dow Inc.,https://csrreportbuilder.intel.com/PDFfiles/archived_reports/Intel-2016-CSR-Report.pdf,2016.0,Dow Inc./Dow Inc._2016.pdf
1082,DTE         ,DTE Energy Co.,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NYSE_DTE_2019.pdf,2019.0,DTE Energy Co./DTE Energy Co._2019.pdf
1083,DTE         ,DTE Energy Co.,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NYSE_DTE_2020.pdf,2020.0,DTE Energy Co./DTE Energy Co._2020.pdf
1084,DTE         ,DTE Energy Co.,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NYSE_DTE_2013.pdf,2013.0,DTE Energy Co./DTE Energy Co._2013.pdf
1085,DTE         ,DTE Energy Co.,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NYSE_DTE_2014.pdf,2014.0,DTE Energy Co./DTE Energy Co._2014.pdf
1088,DTE         ,DTE Energy Co.,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NYSE_DTE_2018.pdf,2018.0,DTE Energy Co./DTE Energy Co._2018.pdf
1089,DTE         ,DTE Energy Co.,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NYSE_DTE_2021.pdf,2021.0,DTE Energy Co./DTE Energy Co._2021.pdf
1086,DTE         ,DTE Energy Co.,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NYSE_DTE_2015.pdf,2015.0,DTE Energy Co./DTE Energy Co._2015.pdf
1057,D           ,Dominion Energy,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NYSE_D_2021.pdf,2021.0,Dominion Energy/Dominion Energy_2021.pdf
1094,DRE         ,Duke Realty Corp,https://www.are.com/cr/ARECR2019.pdf,2019.0,Duke Realty Corp/Duke Realty Corp_2019.pdf
1095,DRE         ,Duke Realty Corp,https://cdn.cdp.net/cdp-production/cms/reports/documents/000/002/891/original/CDP-US-Report-2017-v2.pdf,2017.0,Duke Realty Corp/Duke Realty Corp_2017.pdf
1055,D           ,Dominion Energy,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NYSE_D_2019.pdf,2019.0,Dominion Energy/Dominion Energy_2019.pdf
1093,DRE         ,Duke Realty Corp,https://www.manulife.com/content/dam/corporate/global/en/documents/pas/2023/MFC_ESGR_2023_EN.pdf,2023.0,Duke Realty Corp/Duke Realty Corp_2023.pdf
1081,DWDP        ,DowDuPont,https://www.dupont.com/content/dam/dupont/amer/us/en/corporate/about-us/Sustainability/2022Sustainability/DuPont_2022SustainabilityReport.pdf,2022.0,DowDuPont/DowDuPont_2022.pdf
1092,DRE         ,Duke Realty Corp,https://www.are.com/cr/ARECR2018.pdf,2018.0,Duke Realty Corp/Duke Realty Corp_2018.pdf
