symbol,security,gics_sector,gics_industry,country,region,report_url,report_year
TAP,Molson Coors Brewing Company,Consumer Staples,Brewers,US,North America,https://www.molsoncoors.com/sites/molsonco/files/2020-01/our-beer-print-report-2016.pdf,2016.0
TAP,Molson Coors Brewing Company,Consumer Staples,Brewers,US,North America,https://www.molsoncoors.com/sites/molsonco/files/Molson%20Coors%202023%20Our%20Imprint%20Report%20FY2022%202023_07_14_1.pdf,2020.0
TAP,Molson Coors Brewing Company,Consumer Staples,Brewers,US,North America,https://www.molsoncoors.com/sites/molsonco/files/2015-MillerCoors-Sustainability-Report_0.pdf,2015.0
TAP,Molson Coors Brewing Company,Consumer Staples,Brewers,US,North America,https://www.molsoncoors.com/sites/molsonco/files/2020-01/ESG-Report-en-2018.pdf,2018.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MDLZ_2021.pdf,2021.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MDLZ_2017.pdf,2017.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MDLZ_2018.pdf,2018.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MDLZ_2013.pdf,2013.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MDLZ_2015.pdf,2015.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MDLZ_2014.pdf,2014.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MDLZ_2016.pdf,2016.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MDLZ_2020.pdf,2020.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MDLZ_2022.pdf,2022.0
MNST,Monster Beverage,Consumer Staples,Soft Drinks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/p/NYSE_PEP_2014.pdf,2014.0
MNST,Monster Beverage,Consumer Staples,Soft Drinks,US,North America,https://www.monsterbevcorp.com/media/2023-CDP-Water-Security-Questionnaire.pdf,2023.0
MNST,Monster Beverage,Consumer Staples,Soft Drinks,US,North America,https://www.coca-colacompany.com/content/dam/company/us/en/reports/coca-cola-business-sustainability-report-2022.pdf,2022.0
MNST,Monster Beverage,Consumer Staples,Soft Drinks,US,North America,https://www.coca-colacompany.com/content/dam/journey/us/en/policies/pdf/safety-health/coca-cola-business-and-sustainability-report-2018.pdf,2018.0
MCO,Moody's Corp,Financials,Financial Exchanges & Data,US,North America,https://www.moodys.com/sites/products/ProductAttachments/CSR/Moodys_2019_CSR_Report.pdf,2019.0
MCO,Moody's Corp,Financials,Financial Exchanges & Data,US,North America,https://www.moodys.com/sites/products/ProductAttachments/Sustainability/2021-tcfd-report.pdf,2021.0
MCO,Moody's Corp,Financials,Financial Exchanges & Data,US,North America,https://www.moodys.com/sites/products/ProductAttachments/Sustainability/2020%20WEF%20Report.pdf,2020.0
MCO,Moody's Corp,Financials,Financial Exchanges & Data,US,North America,https://www.moodys.com/sites/products/productattachments/2013%20csr.pdf,2013.0
MCO,Moody's Corp,Financials,Financial Exchanges & Data,US,North America,https://www.moodys.com/sites/products/ProductAttachments/Sustainability/2022-tcfd-report.pdf,2022.0
MCO,Moody's Corp,Financials,Financial Exchanges & Data,US,North America,https://www.moodys.com/web/en/us/hosted-assets/sustainability/2023-Moodys-Climate-related-Risks-Opportunities-Assessment.pdf,2023.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2011.pdf,2011.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2018.pdf,2018.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2019.pdf,2019.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2014.pdf,2014.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2020.pdf,2020.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2015.pdf,2015.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2021.pdf,2021.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2009.pdf,2009.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2010.pdf,2010.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2022.pdf,2022.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2017.pdf,2017.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2012.pdf,2012.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2013.pdf,2013.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MS_2016.pdf,2016.0
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://mosaicco.com/fileLibrary/publicFiles/0-2021-Sustainability-Disclosure-and-GRI.pdf,2021.0
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://corporate.exxonmobil.com/-/media/global/files/sustainability-report/publication/2018-sustainability-report.pdf,2018.0
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/e/NYSE_EXC_2019.pdf,2019.0
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://mosaicco.com/fileLibrary/publicFiles/0-2022-Sustainability-Disclosure-and-GRI.pdf,2022.0
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,US,North America,https://mosaicco.com/fileLibrary/publicFiles/0-2023-Sustainability-Disclosure-and-GRI.pdf,2023.0
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,US,North America,http://www.ga-institute.com/fileadmin/user_upload/Reports/GRI_Trends-in-External-Assurance-of-Sustainability-Reports_July-2014.pdf,2014.0
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSI_2020.pdf,2020.0
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSI_2018.pdf,2018.0
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSI_2015.pdf,2015.0
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSI_2014.pdf,2014.0
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSI_2016.pdf,2016.0
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSI_2019.pdf,2019.0
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSI_2022.pdf,2022.0
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSI_2021.pdf,2021.0
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSI_2017.pdf,2017.0
MSCI,MSCI Inc,Financials,Financial Exchanges & Data,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSCI_2021.pdf,2021.0
MSCI,MSCI Inc,Financials,Financial Exchanges & Data,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NYSE_MSCI_2019.pdf,2019.0
MYL,Mylan N.V.,Health Care,Pharmaceuticals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MYL_2017.pdf,2017.0
MYL,Mylan N.V.,Health Care,Pharmaceuticals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MYL_2016.pdf,2016.0
MYL,Mylan N.V.,Health Care,Pharmaceuticals,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/m/NASDAQ_MYL_2018.pdf,2018.0
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,US,North America,https://www.nasdaq.com/docs/2021/06/16/2020_Sustainability_Report.pdf,2021.0
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,US,North America,https://www.nasdaq.com/docs/2024/07/19/Nasdaq_Clearing_AB_financial_statements_2023_English.pdf,2023.0
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,US,North America,https://www.qualcomm.com/media/documents/files/2018-qualcomm-sustainability-report.pdf,2018.0
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,US,North America,https://www.kone.com/en/Images/KONE_Sustainability_report_2014_EN_tcm17-72846.pdf,2846.0
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,US,North America,https://www.commscope.com/globalassets/digizuite/500667-2019-sustainability-report.pdf,2019.0
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,US,North America,https://www.nasdaq.com/docs/2017%20Nasdaq%20Sustainability%20Report.pdf,2017.0
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,US,North America,https://www.hbs.edu/faculty/Shared%20Documents/conferences/2013-sustainability-and-corporation/stock_market_reactions_to_CSR_reports_Aug31.pdf,2013.0
NOV,National Oilwell Varco Inc.,Energy,Oil & Gas Equipment & Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NOV_2020.pdf,2020.0
NOV,National Oilwell Varco Inc.,Energy,Oil & Gas Equipment & Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NOV_2018.pdf,2018.0
NOV,National Oilwell Varco Inc.,Energy,Oil & Gas Equipment & Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NOV_2022.pdf,2022.0
NOV,National Oilwell Varco Inc.,Energy,Oil & Gas Equipment & Services,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NOV_2021.pdf,2021.0
NKTR,Nektar Therapeutics,Health Care,Pharmaceuticals,US,North America,https://www.esg.bms.com/assets/bms/us/en-us/pdf/bmy-2021-esg-report.pdf,2021.0
NKTR,Nektar Therapeutics,Health Care,Pharmaceuticals,US,North America,https://www.esg.bms.com/assets/bms/us/en-us/pdf/BMY-2020-ESG-Report.pdf,2020.0
NTAP,NetApp,Information Technology,Internet Software & Services,US,North America,https://www.netapp.com/media/16123-india-csr-policy.pdf,1612.0
NTAP,NetApp,Information Technology,Internet Software & Services,US,North America,https://www.netapp.com/media/60152-netapp-2021-esg-report.pdf,2021.0
NFLX,Netflix Inc.,Communication Services,Movies & Entertainment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NASDAQ_NFLX_2020.pdf,2020.0
NFLX,Netflix Inc.,Communication Services,Movies & Entertainment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NASDAQ_NFLX_2021.pdf,2021.0
NFLX,Netflix Inc.,Communication Services,Movies & Entertainment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NASDAQ_NFLX_2019.pdf,2019.0
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/NASDAQ_DNKN_2014.pdf,2014.0
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,US,North America,https://www.newellbrands.com/dA/3dd2c37ec4/asset/Newell-CCR-Report-2023-final.pdf,2023.0
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,US,North America,https://www.newellbrands.com/contentAsset/raw-data/e397d78606fb64f193397067bd9a500c/asset/ab708ac7-bdb5-4f93-ac52-d2ba1a8368fb/ab708ac7-bdb5-4f93-ac52-d2ba1a8368fb/2019-newellbrands-csr-vf.pdf,1933.0
NEM,Newmont Mining Corporation,Materials,Mining,US,North America,https://s24.q4cdn.com/382246808/files/doc_downloads/2023/sustainability/newmont-2023-sustainability-report.pdf,2246.0
NEM,Newmont Mining Corporation,Materials,Mining,US,North America,"https://operations.newmont.com/_doc/operation/tanami/June%2030,%202016%20Asia%20Pacific%20Sustainability%20Report%20%E2%80%93%202015.pdf",2015.0
NEM,Newmont Mining Corporation,Materials,Mining,US,North America,https://s24.q4cdn.com/382246808/files/doc_downloads/sustainability/downloads/Newmont_2018_Beyond_the_Mine_%E2%80%93_Full_Report.pdf,2018.0
NEM,Newmont Mining Corporation,Materials,Mining,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/ASX_BGL_2022.pdf,2022.0
NWSA,News Corp. Class A,Communication Services,Publishing,US,North America,https://www.chevron.com/-/media/shared-media/documents/chevron-sustainability-report-2020.pdf,2020.0
NWSA,News Corp. Class A,Communication Services,Publishing,US,North America,https://newscorp.com/wp-content/uploads/2019/08/news-corp-fy19-10-k-as-filed.pdf,2019.0
NWSA,News Corp. Class A,Communication Services,Publishing,US,North America,https://newscorp.com/wp-content/uploads/2022/10/News-Corp-2022-ESG-Report.pdf,2022.0
NWSA,News Corp. Class A,Communication Services,Publishing,US,North America,https://newscorp.com/wp-content/uploads/2023/10/News-Corp-2023-ESG-Report-10.16.pdf,2023.0
NWSA,News Corp. Class A,Communication Services,Publishing,US,North America,https://usa.visa.com/dam/VCOM/download/corporate-responsibility/visa-2017-corporate-responsibility-report.pdf,2017.0
NWS,News Corp. Class B,Communication Services,Publishing,US,North America,https://newscorp.com/wp-content/uploads/2019/08/news-corp-fy19-10-k-as-filed.pdf,2019.0
NWS,News Corp. Class B,Communication Services,Publishing,US,North America,https://newscorp.com/wp-content/uploads/2023/10/News-Corp-2023-ESG-Report-10.16.pdf,2023.0
NWS,News Corp. Class B,Communication Services,Publishing,US,North America,https://www.apple.com/tr/environment/pdf/Apple_Environmental_Responsibility_Report_2018.pdf,2018.0
NWS,News Corp. Class B,Communication Services,Publishing,US,North America,https://www.chevron.com/-/media/shared-media/documents/chevron-sustainability-report-2020.pdf,2020.0
NWS,News Corp. Class B,Communication Services,Publishing,US,North America,https://newscorp.com/wp-content/uploads/2022/10/News-Corp-2022-ESG-Report.pdf,2022.0
NWS,News Corp. Class B,Communication Services,Publishing,US,North America,https://usa.visa.com/dam/VCOM/download/corporate-responsibility/visa-2017-corporate-responsibility-report.pdf,2017.0
NEE,NextEra Energy,Utilities,Multi-Utilities,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NEE_2020.pdf,2020.0
NEE,NextEra Energy,Utilities,Multi-Utilities,US,North America,https://www.investor.nexteraenergy.com/~/media/Files/N/NEE-IR/reports-and-fillings/sustainability-reports/2018%20EEI%20ESG%20Sustainability%20Reporting%20Template%20vF.pdf,2018.0
NEE,NextEra Energy,Utilities,Multi-Utilities,US,North America,https://www.nexteraenergy.com/content/dam/nee/us/en/pdf/NextEra-Energy-Sustainability-Report-2024.pdf,2024.0
NEE,NextEra Energy,Utilities,Multi-Utilities,US,North America,https://www.investor.nexteraenergy.com/~/media/Files/N/NEE-IR/Sustainability/2019%20NEE_BROCHURE_Executive%20Digest_Print_v21_FINAL%20FOR%20WEB.pdf,2019.0
NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,US,North America,https://www.coca-colacompany.com/content/dam/company/us/en/reports/coca-cola-business-sustainability-report-2022.pdf,2022.0
NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,US,North America,https://microsites.nielsen.com/globalresponsibilityreport/wp-content/uploads/sites/12/2020/09/Copy-of-200709-create-pdf-of-2020-nielsen-global-responsibility-report-d03.pdf,2020.0
NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,US,North America,https://microsites.nielsen.com/globalresponsibilityreport/wp-content/uploads/sites/12/2020/04/Nielsen-Global-Responsibility-Report-published-June-2018.pdf,2018.0
NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,US,North America,https://www.supplychain247.com/images/pdfs/nielsen_global-sustainability-report-oct-2015.pdf,2015.0
NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,US,North America,https://microsites.nielsen.com/globalresponsibilityreport/wp-content/uploads/sites/12/2021/06/210413-nielsen-2021-interim-responsibility-update-sasb-index-d04.pdf,2021.0
NKE,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,North America,https://s1.q4cdn.com/806093406/files/doc_downloads/2018/SBR-Final-FY16-17.pdf,2018.0
NKE,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,North America,https://media.about.nike.com/files/82228197-54ee-47cf-aa99-0b5b7e2072f0/FY14-15_NIKE_Sustainable_Business_Report.pdf,2228.0
NKE,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,North America,https://purpose-cms-preprod01.s3.amazonaws.com/wp-content/uploads/2020/02/11230637/FY19-Nike-Inc.-Impact-Report.pdf,637.0
NKE,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,North America,https://purpose-cms-preprod01.s3.amazonaws.com/wp-content/uploads/2021/04/26225049/FY20_NIKE_Inc_Impact_Report2.pdf,5049.0
NKE,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,North America,https://purpose-cms-preprod01.s3.amazonaws.com/wp-content/uploads/2022/03/17210319/FY21_NIKE-Impact-Report.pdf,319.0
NI,NiSource Inc.,Utilities,Multi-Utilities,US,North America,https://www.nisource.com/docs/librariesprovider2/nisource-documents/nisource_2023_esg_report.pdf,2023.0
NI,NiSource Inc.,Utilities,Multi-Utilities,US,North America,https://www.ntsb.gov/investigations/AccidentReports/Reports/PAR1902.pdf,1902.0
NI,NiSource Inc.,Utilities,Multi-Utilities,US,North America,https://spireenergy.com/sites/default/files/2022-06/Spire-FY21%20Sustainability%20Report.pdf,2022.0
NI,NiSource Inc.,Utilities,Multi-Utilities,US,North America,http://www.ga-institute.com/fileadmin/user_upload/Reports/GRI_Trends-in-External-Assurance-of-Sustainability-Reports_July-2014.pdf,2014.0
NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NBL_2014.pdf,2014.0
NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NBL_2011.pdf,2011.0
NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NBL_2018.pdf,2018.0
NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NBL_2013.pdf,2013.0
NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NBL_2017.pdf,2017.0
NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NBL_2012.pdf,2012.0
NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NBL_2016.pdf,2016.0
NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NBL_2015.pdf,2015.0
JWN,Nordstrom,Consumer Discretionary,Department Stores,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_JWN_2019.pdf,2019.0
JWN,Nordstrom,Consumer Discretionary,Department Stores,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_JWN_2021.pdf,2021.0
JWN,Nordstrom,Consumer Discretionary,Department Stores,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_JWN_2018.pdf,2018.0
JWN,Nordstrom,Consumer Discretionary,Department Stores,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_JWN_2020.pdf,2020.0
NSC,Norfolk Southern Corp.,Industrials,Railroads,US,North America,https://www.norfolksouthern.com/content/dam/nscorp/pdf/2024%20CTP_Full%20Report.pdf,2024.0
NSC,Norfolk Southern Corp.,Industrials,Railroads,US,North America,https://www.econstor.eu/bitstream/10419/209276/1/hicl-2015-21-185.pdf,1041.0
NSC,Norfolk Southern Corp.,Industrials,Railroads,US,North America,https://www.norfolksouthern.com/content/dam/nscorp/pdf/esg-forms/2022-Norfolk-Southern-Environmental-Social-Governance-Report%20FINAL.pdf,2022.0
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,US,North America,https://cdn.northerntrust.com/pws/nt/documents/about-us/northern-trust-10-k-2020.pdf,2020.0
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NASDAQ_NTRS_2019.pdf,2019.0
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,US,North America,https://www.northerntrust.com/content/dam/northerntrust/pws/nt/documents/corporate/csr/gri-sasb-2023.pdf,2023.0
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,US,North America,https://www.northerntrust.com/content/dam/northerntrust/pws/nt/documents/corporate/csr/gri-sasb-2021.pdf,2021.0
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,US,North America,https://www.northerntrust.com/content/dam/northerntrust/pws/nt/documents/about-us/northern-trust-proxy-statement-2024.pdf,2024.0
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/d/OTC_DPSGY_2015.pdf,2015.0
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,US,North America,https://www.northerntrust.com/content/dam/northerntrust/pws/nt/documents/corporate/csr/gri-sasb-2022.pdf,2022.0
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,US,North America,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2017.pdf,2017.0
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,US,North America,http://www.ga-institute.com/fileadmin/user_upload/Reports/GRI_Trends-in-External-Assurance-of-Sustainability-Reports_July-2014.pdf,2014.0
NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,US,North America,https://www.northropgrumman.com/corporate-responsibility/wp-content/uploads/2017-noc-cr-report.pdf,2017.0
NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,US,North America,https://www.satelliteevolutiongroup.com/sustainability/2021-NG-Sustainability-Report_Final.pdf,2021.0
NCLH,Norwegian Cruise Line,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.athensjournals.gr/tourism/2016-3-4-2-Jones.pdf,2016.0
NCLH,Norwegian Cruise Line,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.ncl.com/sites/default/files/2023_NCLH_Sail_and_Sustain_Report-compressed.pdf,2023.0
NCLH,Norwegian Cruise Line,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.tacoma.uw.edu/sites/default/files/2021-06/miccsr_2021_pdf_team_d4.pdf,2021.0
NCLH,Norwegian Cruise Line,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://assets.kpmg.com/content/dam/kpmg/pdf/2013/12/corporate-responsibility-reporting-survey-2013.pdf,2013.0
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,US,North America,https://www.nrg.com/assets/documents/sustainability/2022-nrg-year-in-review.pdf,2022.0
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,US,North America,https://www.nrg.com/assets/documents/sustainability/2021-sustainability-report.pdf,2021.0
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,US,North America,https://www.nrg.com/assets/documents/sustainability/2019-nrg-sustainability-report.pdf,2019.0
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,US,North America,https://www.nrg.com/assets/documents/sustainability/2023-nrg-sustainability-report.pdf,2023.0
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,US,North America,https://www.nrg.com/assets/documents/sustainability/2012-nrg-sustainability-report.pdf,2012.0
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,US,North America,https://www.nrg.com/assets/documents/sustainability/2018-nrg-sustainability-report.pdf,2018.0
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,US,North America,https://www.nrg.com/assets/documents/sustainability/2015-nrg-sustainability-report.pdf,2015.0
NUE,Nucor Corp.,Materials,Steel,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NUE_2022.pdf,2022.0
NUE,Nucor Corp.,Materials,Steel,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NUE_2021.pdf,2021.0
NVDA,Nvidia Corporation,Information Technology,Semiconductors,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NASDAQ_NVDA_2017.pdf,2017.0
NVDA,Nvidia Corporation,Information Technology,Semiconductors,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NASDAQ_NVDA_2019.pdf,2019.0
