symbol,security,gics_sector,gics_industry,country,region,report_url,report_year
BBT,BB&T Corporation,Financials,Regional Banks,US,North America,https://www.bny.com/assets/corporate/documents/pdf/csr/2016-csr-report.pdf,2016.0
BBT,BB&T Corporation,Financials,Regional Banks,US,North America,https://www.bny.com/assets/corporate/documents/pdf/csr/bny-mellon-2015-csr-full-report.pdf,2015.0
BDX,Becton Dickinson,Health Care,Health Care Equipment,US,North America,https://www.bd.com/content/dam/bd-assets/bd-com/en-us/document/policy/ethics-and-compliance/report/bd-2023-corporate-sustainability-report.pdf,2023.0
BDX,Becton Dickinson,Health Care,Health Care Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BDX_2014.pdf,2014.0
BDX,Becton Dickinson,Health Care,Health Care Equipment,US,North America,https://www.bd.com/content/dam/bd-assets/bd-com/en-us/document/policy/ethics-and-compliance/report/BD_ESG-Report_2022_EN.pdf,2022.0
BDX,Becton Dickinson,Health Care,Health Care Equipment,US,North America,https://www.bd.com/content/dam/bd-assets/bd-com/en-us/document/policy/corporate-policies-and-guidelines/report/BD_Sustainability-Performance-Update-2017_EN.pdf,2017.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,US,North America,https://www.are.com/cr/ARECR2018.pdf,2018.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,US,North America,https://www.berkshirehathaway.com/2017ar/2017ar.pdf,2017.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,US,North America,https://www.berkshirehathaway.com/2014ar/2014ar.pdf,2014.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2020.pdf,2020.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,US,North America,https://www.lubrizol.com/-/media/Lubrizol/Our-Company/Documents/2021-Company-Report.pdf,2021.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,US,North America,https://www.berkshirehathaway.com/2024ar/2024ar.pdf,2024.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,US,North America,https://www.berkshirehathaway.com/2013ar/2013ar.pdf,2013.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,US,North America,https://www.berkshirehathaway.com/2019ar/2019ar.pdf,2019.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,US,North America,https://www.berkshirehathaway.com/2015ar/2015ar.pdf,2015.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,US,North America,https://www.genre.com/content/dam/generalreinsuranceprogram/documents/CSR-2023-en.pdf,2023.0
BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,US,North America,https://corporate.bestbuy.com/wp-content/uploads/2024/07/BBY-CRS-Report-July2024.pdf,2024.0
BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,US,North America,https://corporate.bestbuy.com/wp-content/uploads/2018/06/FY18-full-report-FINAL.pdf,2018.0
BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,US,North America,https://corporate.bestbuy.com/wp-content/uploads/2019/06/FY19-full-report-FINAL.pdf,2019.0
BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,US,North America,https://corporate.bestbuy.com/wp-content/uploads/2017/06/FY17-full-report-FINAL.pdf,2017.0
BBY,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,US,North America,https://corporate.bestbuy.com/wp-content/uploads/2023/07/FY23_CRS_Report.pdf,2023.0
BIIB,Biogen Inc.,Health Care,Biotechnology,US,North America,https://www.biogen.com/content/dam/corporate/international/global/en-US/docs/esg-report/2022-ESG-Report.pdf,2022.0
BIIB,Biogen Inc.,Health Care,Biotechnology,US,North America,https://www.biogen.com/content/dam/corporate/international/global/en-US/docs/esg-report/2023-Corporate-Responsibility-Report.pdf,2023.0
BIIB,Biogen Inc.,Health Care,Biotechnology,US,North America,https://www.biogen.com/content/dam/biogencsr/past_reports/GLOBAL-IMPACT-REPORT-2016.pdf,2016.0
BIIB,Biogen Inc.,Health Care,Biotechnology,US,North America,https://www.biogen.com/content/dam/corporate/international/global/en-US/docs/responsibility/reporting-and-principles/reports/Biogen-CSR-report-2018.pdf,2018.0
BIIB,Biogen Inc.,Health Care,Biotechnology,US,North America,https://www.biogen.com/content/dam/biogencsr/past_reports/BiogenCCR2014.pdf,2014.0
BIIB,Biogen Inc.,Health Care,Biotechnology,US,North America,https://www.biogen.com/content/dam/corporate/international/global/en-US/docs/responsibility/reporting-and-principles/reports/Biogen-Corp-Citizen-report-2015.pdf,2015.0
BIIB,Biogen Inc.,Health Care,Biotechnology,US,North America,https://www.biogen.com/content/dam/corporate/international/global/en-US/docs/responsibility/reporting-and-principles/reports/Biogen-Global-Impact-report-2017.pdf,2017.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,US,North America,https://www.queensu.ca/investmentservices/sites/iswww/files/uploaded_files/Reports/ESG%202024/BlackRock/Appendix%20A%20-%202023%20UN%20PRI%20Transparency%20Report.pdf,2020.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,US,North America,https://www.ropesgray.com/-/media/files/event-media-library/2016-leading-by-example/the-current-state-of-impact-investing-2.pdf,2016.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,US,North America,https://www.blackrock.com/corporate/literature/publication/2021-pri-public-transparency-report-blackrock-en-part-1.pdf,2021.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,US,North America,https://www.are.com/cr/arecr2017.pdf,2017.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,US,North America,https://sustainability.aboutamazon.com/2022-sustainability-report.pdf,2022.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,US,North America,https://ghgprotocol.org/sites/default/files/standards_supporting/Landscape_Review_924%20%28002%29.pdf,2800.0
HRB,Block H&R,Consumer Discretionary,Specialized Consumer Services,US,North America,https://www.irs.gov/pub/irs-prior/p5316--2019.pdf,2019.0
HRB,Block H&R,Consumer Discretionary,Specialized Consumer Services,US,North America,https://www.irs.gov/pub/irs-prior/p3415--2017.pdf,2017.0
HRB,Block H&R,Consumer Discretionary,Specialized Consumer Services,US,North America,https://www.hrblock.com/pdf/hr-block-environmental-social-governance-report-2023.pdf,2023.0
HRB,Block H&R,Consumer Discretionary,Specialized Consumer Services,US,North America,https://www.hrblock.com/tax-center/wp-content/uploads/2018/05/airbnb-taxes.pdf,2018.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2019.pdf,2019.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2016.pdf,2016.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2012.pdf,2012.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2015.pdf,2015.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2011.pdf,2011.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2009.pdf,2009.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2017.pdf,2017.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2008.pdf,2008.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2021.pdf,2021.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2013.pdf,2013.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2018.pdf,2018.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2022.pdf,2022.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2020.pdf,2020.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2010.pdf,2010.0
BA,Boeing Company,Industrials,Aerospace & Defense,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BA_2014.pdf,2014.0
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,US,North America,https://www.bookingholdings.com/wp-content/uploads/2021/03/BKNG-Sustainability-Report-2020-.pdf,2021.0
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,US,North America,https://www.ihgplc.com/~/media/Files/I/Ihg-Plc/responsible-business/reporting/2016/2016-ihg-responsible-business-report.pdf,2016.0
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,US,North America,https://cr.hilton.com/wp-content/uploads/2020/04/Hilton-2019-CR-Report.pdf,2020.0
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ABM_2017.pdf,2017.0
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,US,North America,https://www.bookingholdings.com/wp-content/uploads/2024/04/2023-BHI-Sustainability-Report.pdf,2024.0
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,US,North America,https://s201.q4cdn.com/865305287/files/doc_financials/2023/q4/BKNG-2023-10K.pdf,2023.0
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,US,North America,https://www.bookingholdings.com/wp-content/uploads/2022/05/BHI-Modern-Slavery-Statement-2022.04.21.pdf,2022.0
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,US,North America,https://cr.hilton.com/wp-content/uploads/2019/05/Hilton-Corporate-Responsibility-2018.pdf,2018.0
BKNG,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,US,North America,https://www.enel.com/content/dam/enel-com/documenti/investitori/sostenibilita/2014/sustainability-report_2014.pdf,2014.0
BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BWA_2022.pdf,2022.0
BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BWA_2021.pdf,2021.0
BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BWA_2019.pdf,2019.0
BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BWA_2020.pdf,2020.0
BXP,Boston Properties,Real Estate,Office REITs,US,North America,https://www.bxp.com/wp-content/uploads/2024/04/2023_BXP_SustainabilityImpact_Report.pdf,2024.0
BXP,Boston Properties,Real Estate,Office REITs,US,North America,https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/responsibility/downloads/en/2013/BMW_Group_SVR2013_EN.pdf,2013.0
BXP,Boston Properties,Real Estate,Office REITs,US,North America,https://www.bxp.com/wp-content/uploads/2023/04/2022_BXP_ESG_Report.pdf,2023.0
BXP,Boston Properties,Real Estate,Office REITs,US,North America,https://www.apple.com/environment/pdf/Apple_Environmental_Responsibility_Report_2017.pdf,2017.0
BXP,Boston Properties,Real Estate,Office REITs,US,North America,https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/responsibility/downloads/en/2014/BMW_Group_SVR2014_EN.pdf,2014.0
BSX,Boston Scientific,Health Care,Health Care Equipment,US,North America,https://www.bostonscientific.com/content/dam/bostonscientific/corporate/corporate-responsibility/performance-report/BostonScientific2023PerformanceReport.pdf,2023.0
BSX,Boston Scientific,Health Care,Health Care Equipment,US,North America,https://investors.bostonscientific.com/~/media/Files/B/Boston-Scientific-IR-V3/2021_boston_scientific_performance_report.pdf,2021.0
BSX,Boston Scientific,Health Care,Health Care Equipment,US,North America,https://www.bostonscientific.com/content/dam/bostonscientific/corporate/citizenship/sustainability/2019_Boston_Scientific_Performance_Report.pdf,2019.0
BSX,Boston Scientific,Health Care,Health Care Equipment,US,North America,https://www.bostonscientific.com/content/dam/bostonscientific/corporate/citizenship/sustainability/Boston_Scientific_Performance_Report_2018.pdf,2018.0
BSX,Boston Scientific,Health Care,Health Care Equipment,US,North America,https://www.bostonscientific.com/content/dam/bostonscientific/corporate/corporate-responsibility/performance-report/2022-boston-scientific-performance-report.pdf,2022.0
BSX,Boston Scientific,Health Care,Health Care Equipment,US,North America,https://www.bostonscientific.com/content/dam/bostonscientific/corporate/citizenship/sustainability/2020_boston_scientific_performance_report_environment.pdf,2020.0
BSX,Boston Scientific,Health Care,Health Care Equipment,US,North America,https://www.apple.com/environment/pdf/Apple_Environmental_Responsibility_Report_2017.pdf,2017.0
BMY,Bristol-Myers Squibb,Health Care,Health Care Distributors,US,North America,https://www.esg.bms.com/assets/bms/us/en-us/pdf/bmy-2022-esg-report.pdf,2022.0
BMY,Bristol-Myers Squibb,Health Care,Health Care Distributors,US,North America,https://www.esg.bms.com/assets/bms/us/en-us/pdf/BMY-2020-ESG-Report.pdf,2020.0
BMY,Bristol-Myers Squibb,Health Care,Health Care Distributors,US,North America,https://www.esg.bms.com/assets/bms/us/en-us/pdf/bmy-2021-esg-report.pdf,2021.0
BMY,Bristol-Myers Squibb,Health Care,Health Care Distributors,US,North America,https://www.bms.com/assets/bms/us/en-us/pdf/bms-foundation-and-corporate-social-responsibility-report-2014.pdf,2014.0
BMY,Bristol-Myers Squibb,Health Care,Health Care Distributors,US,North America,https://www.bms.com/assets/bms/de/documents/BMS-ESG-Report-2023.pdf,2023.0
AVGO,Broadcom,Information Technology,Semiconductors,US,North America,https://hal.science/hal-04112708v1/file/semiconductor_ghg.pdf,1127.0
AVGO,Broadcom,Information Technology,Semiconductors,US,North America,http://www.lazardassetmanagement.com/docs/193032/LazardLetter_MinervaGenderDiversityQuarterlyEngagements_2025-01.pdf,3032.0
AVGO,Broadcom,Information Technology,Semiconductors,US,North America,https://esg.tsmc.com/download/csr/2020-csr-report/english/pdf/e-all.pdf,2020.0
AVGO,Broadcom,Information Technology,Semiconductors,US,North America,https://csrreportbuilder.intel.com/PDFfiles/archived_reports/Intel-2017-CSR-Report.pdf,2017.0
AVGO,Broadcom,Information Technology,Semiconductors,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NASDAQ_AVGO_2021.pdf,2021.0
AVGO,Broadcom,Information Technology,Semiconductors,US,North America,https://csrreportbuilder.intel.com/pdfbuilder/pdfs/CSR-2019-20-Full-Report.pdf,2019.0
BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,US,North America,https://www.broadridge.com/_assets/pdf/broadridge-sustainability-report-2023.pdf,2023.0
BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,US,North America,https://www.broadridge.com/_assets/pdf/broadridge-sustainability-report-2022.pdf,2022.0
BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,US,North America,https://www.broadridge.com/_assets/pdf/broadridge-sustainability-report-2024.pdf,2024.0
BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,US,North America,https://www.broadridge.com/_assets/pdf/broadridge-sustainability-report-2021.pdf,2021.0
BF.B,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,US,North America,https://static.brown-forman.com/wp-content/uploads/2020/06/29132503/2020-10K.pdf,2503.0
BF.B,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,US,North America,https://static.brown-forman.com/wp-content/uploads/2014/08/BF_CRR_2009.pdf,2009.0
BF.B,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/NYSE_BF_2018.pdf,2018.0
BF.B,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,US,North America,https://static.brown-forman.com/wp-content/uploads/2020/07/15113515/BF_2020_Scorecard_071420.pdf,1420.0
BF.B,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,US,North America,https://www.brown-forman.com/sites/default/files/team_resources/2022-08/Brown-Forman_ESG_Scorecard_FY2022.pdf,2022.0
BF.B,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,US,North America,https://www.brown-forman.com/sites/default/files/team_resources/2024-02/SASB%20Disclosure%20Topics%202023.pdf,2023.0
BF.B,Brown-Forman Corp.,Consumer Staples,Distillers & Vintners,US,North America,https://www.brown-forman.com/sites/default/files/team_resources/2021-10/2021_BF_GRI_Content_Index_06oct21-b.pdf,2021.0
CHRW,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,US,North America,https://cear.gsu.edu/files/2015/09/Session-6-Richardson-Paper.pdf,2015.0
CHRW,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,US,North America,https://www.chrobinson.com/en-us/-/media/chrobinson/documents/ch_robinson_2020_sustainability_report.pdf,2020.0
COG,Cabot Oil & Gas,Energy,Oil & Gas Exploration & Production,US,North America,https://www.cabotcorp.com/-/media/files/reports/responsibility/cabot-corporation-sustainability-report-2023.pdf,2023.0
COG,Cabot Oil & Gas,Energy,Oil & Gas Exploration & Production,US,North America,https://www.cabotcorp.com/~/media/files/reports/responsibility/cabot-corporation-sustainability-report-2014-2015.pdf,2015.0
CDNS,Cadence Design Systems,Information Technology,Application Software,US,North America,https://www.cadence.com/content/dam/cadence-www/global/en_US/documents/company/csr/cadence-2023-environmental-social-and-governance-report.pdf,2023.0
CDNS,Cadence Design Systems,Information Technology,Application Software,US,North America,https://www.micron.com/content/dam/micron/global/public/documents/about/sustainability/sustainability-report-2017.pdf,2017.0
CDNS,Cadence Design Systems,Information Technology,Application Software,US,North America,https://csrreportbuilder.intel.com/PDFfiles/archived_reports/Intel-2018-CSR-Report.pdf,2018.0
CDNS,Cadence Design Systems,Information Technology,Application Software,US,North America,https://www.cadence.com/content/dam/cadence-www/global/en_US/documents/company/csr/cdns-2022-cdp-climate-change-report.pdf,2022.0
CDNS,Cadence Design Systems,Information Technology,Application Software,US,North America,https://csrreportbuilder.intel.com/PDFfiles/archived_reports/Intel-2016-CSR-Report.pdf,2016.0
CDNS,Cadence Design Systems,Information Technology,Application Software,US,North America,https://csrreportbuilder.intel.com/pdfbuilder/pdfs/CSR-2020-21-Full-Report.pdf,2020.0
CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thecampbellscompany.com/wp-content/uploads/2023/03/Campbell-Soup-Company-2023-Corporate-Responsibility-Data-Update.pdf,2023.0
CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thecampbellscompany.com/wp-content/uploads/2022/03/2018_Campbells_CR.pdf,2022.0
CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,US,North America,https://www.thecampbellscompany.com/wp-content/uploads/2022/03/Campbells_2016_CSR_Report.pdf,2016.0
CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,US,North America,http://www.ga-institute.com/fileadmin/user_upload/Reports/GRI_Trends-in-External-Assurance-of-Sustainability-Reports_July-2014.pdf,2014.0
COF,Capital One Financial,Financials,Consumer Finance,US,North America,https://ecm.capitalone.com/WCM/stories/pdfs/cof-2018-csr-report---final-7-2-19.pdf,2018.0
COF,Capital One Financial,Financials,Consumer Finance,US,North America,https://ecm.capitalone.com/WCM/stories/pdfs/cof_environmental-social-governance-report-2021.pdf,2021.0
COF,Capital One Financial,Financials,Consumer Finance,US,North America,https://ecm.capitalone.com/WCM/stories/pdfs/2023-capital-one-environmental-social-and-governance-report.pdf,2023.0
CPRI,Capri Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CPRI_2020.pdf,2020.0
CPRI,Capri Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,North America,https://www.astrazeneca.com/content/dam/az/Sustainability/2024/pdf/Sustainability-Report-2023.pdf,2023.0
CPRI,Capri Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,North America,http://q4live.s22.clientfiles.s3-website-us-east-1.amazonaws.com/557169922/files/doc_downloads/2023/12/13/Dec-12_2024_Capri.pdf,2024.0
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAH_2017.pdf,2017.0
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAH_2019.pdf,2019.0
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAH_2020.pdf,2020.0
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAH_2021.pdf,2021.0
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAH_2018.pdf,2018.0
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAH_2022.pdf,2022.0
KMX,Carmax Inc,Consumer Discretionary,Specialty Stores,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_KMX_2022.pdf,2022.0
KMX,Carmax Inc,Consumer Discretionary,Specialty Stores,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_KMX_2021.pdf,2021.0
KMX,Carmax Inc,Consumer Discretionary,Specialty Stores,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_KMX_2019.pdf,2019.0
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.pocruises.com/content/dam/po/marketing-assets/help-pages/Carnival-Corporation-plc-FY2022-Sustainability-Report_2023-07-06-194247_zlee.pdf,2022.0
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.pvh.com/-/media/Files/pvh/responsibility/PVH-CR-Report-2016.pdf,2016.0
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,http://s2.q4cdn.com/496390694/files/cr/2015/files/2015-Kinross-Gold-Corporate-Responsibility-Report.pdf,2015.0
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.carnivalcorp.com/wp-content/uploads/2024/08/Carnival-plc-2020-IFRS-Financial-Statements-FINAL-VD.pdf,2024.0
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.carnivalcorp.com/wp-content/uploads/2025/01/Carnival-Corporation-plc_2019-Sustainability-Report_Full.pdf,2025.0
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.yamaha.com/en/sustainability/download/pdf/csr_report2018.pdf,2018.0
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://sustainability.nyc3.cdn.digitaloceanspaces.com/assets/content/pdf/Carnival_Corporation_plc_FY2023-Sustainability-Report.pdf,2023.0
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,https://www.thecignagroup.com/static/www-thecignagroup-com/docs/cigna-connects-2017-corporate-responsibility-report.pdf,2017.0
CCL,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,North America,http://www.ga-institute.com/fileadmin/user_upload/Reports/GRI_Trends-in-External-Assurance-of-Sustainability-Reports_July-2014.pdf,2014.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2013.pdf,2013.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2020.pdf,2020.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2022.pdf,2022.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2015.pdf,2015.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2011.pdf,2011.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2012.pdf,2012.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2016.pdf,2016.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2019.pdf,2019.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2014.pdf,2014.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2018.pdf,2018.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2021.pdf,2021.0
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NYSE_CAT_2017.pdf,2017.0
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NASDAQ_CBOE_2019.pdf,2019.0
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NASDAQ_CBOE_2022.pdf,2022.0
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,US,North America,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/c/NASDAQ_CBOE_2021.pdf,2021.0
